THRESHOLD, SCORE, UPPER ANGLE, UPPER THRESHOLD, UPPER_LOAD_CELL, LOWER ANGLE, LOWER THRESHOLD, LOWER_LOAD_CELL, DEP, DEM, TIMESTAMP, SAMPLE_NO
1000,1,0,1000,32257,110,1000,32855,249,82,9/8/2025 4:56:19 PM,0
1000,2,0,1000,32257,110,1000,32809,249,78,9/8/2025 4:56:19 PM,0
1000,3,0,1000,32258,110,1000,32816,249,75,9/8/2025 4:56:19 PM,0
1000,4,0,1000,32258,110,1000,32818,249,73,9/8/2025 4:56:19 PM,0
1000,5,0,1000,32258,110,1000,32813,249,72,9/8/2025 4:56:20 PM,0
1000,6,0,1000,32256,110,1000,32801,249,71,9/8/2025 4:56:20 PM,0
1000,7,0,1000,32259,110,1000,32799,249,71,9/8/2025 4:56:20 PM,0
1000,8,0,1000,32258,110,1000,32802,249,72,9/8/2025 4:56:20 PM,0
1000,9,0,1000,32259,110,1000,32815,249,73,9/8/2025 4:56:20 PM,0
1000,10,0,1000,32256,110,1000,32827,249,75,9/8/2025 4:56:21 PM,0
1000,10,0,1000,32258,110,1000,32821,249,78,9/8/2025 4:56:21 PM,0
1000,10,1,1000,31990,110,1000,32493,249,82,9/8/2025 4:56:21 PM,0
1000,10,1,1000,31985,110,1000,31447,249,86,9/8/2025 4:56:21 PM,0
1000,10,2,1000,31971,110,1000,29849,249,90,9/8/2025 4:56:21 PM,0
1000,10,2,1000,31970,110,1000,28717,249,95,9/8/2025 4:56:22 PM,0
1000,10,2,1000,32256,110,1000,28845,249,99,9/8/2025 4:56:22 PM,0
1000,10,3,1000,32256,110,1000,29290,250,84,9/8/2025 4:56:22 PM,0
1000,10,3,1000,31996,110,1000,28829,250,90,9/8/2025 4:56:22 PM,0
1000,10,4,1000,31991,109,1000,28733,250,82,9/8/2025 4:56:23 PM,0
1000,11,5,1000,31926,108,1000,26804,249,54,9/8/2025 4:56:23 PM,0
1000,12,5,1000,31962,108,1000,27158,249,59,9/8/2025 4:56:23 PM,0
1000,13,6,1000,31993,107,1000,27281,250,57,9/8/2025 4:56:23 PM,0
1000,14,7,1000,31996,107,1000,28214,250,37,9/8/2025 4:56:23 PM,0
1000,15,7,1000,31999,107,1000,29749,250,39,9/8/2025 4:56:24 PM,0
1000,16,8,1000,31996,107,1000,29794,250,43,9/8/2025 4:56:24 PM,0
