THRESHOLD, SCORE, UPPER ANGLE, UPPER THRESHOLD, UPPER_LOAD_CELL, LOWER ANGLE, LOWER THRESHOLD, LOWER_LOAD_CELL, DEP, DEM, TIMESTAMP, SAMPLE_NO
0,1,7,0,31999,110,0,37408,250,73,8/27/2025 3:54:55 PM,6
0,2,7,0,31998,110,0,37404,250,66,8/27/2025 3:54:55 PM,6
0,3,7,0,31998,110,0,37446,250,60,8/27/2025 3:54:56 PM,6
0,4,7,0,31997,110,0,37533,250,53,8/27/2025 3:54:56 PM,6
0,5,7,0,31999,110,0,37577,250,47,8/27/2025 3:54:56 PM,6
0,6,7,0,31998,110,0,38016,250,40,8/27/2025 3:54:56 PM,6
0,7,7,0,31997,110,0,38114,250,34,8/27/2025 3:54:56 PM,6
0,8,7,0,31999,110,0,39549,250,28,8/27/2025 3:54:57 PM,6
0,9,7,0,32256,110,0,40461,250,21,8/27/2025 3:54:57 PM,6
0,10,7,0,31998,110,0,37975,250,15,8/27/2025 3:54:57 PM,6
0,11,7,0,32256,110,0,36914,250,8,8/27/2025 3:54:57 PM,6
0,12,7,0,31997,110,0,36869,250,4,8/27/2025 3:54:58 PM,6
0,13,7,0,31999,110,0,37584,250,7,8/27/2025 3:54:58 PM,6
0,14,7,0,31999,110,0,37521,250,12,8/27/2025 3:54:58 PM,6
0,15,7,0,31999,110,0,37425,250,19,8/27/2025 3:54:58 PM,6
0,16,7,0,31997,110,0,37377,250,25,8/27/2025 3:54:58 PM,6
0,17,7,0,32256,110,0,37385,250,32,8/27/2025 3:54:59 PM,6
0,18,7,0,31998,110,0,37105,250,38,8/27/2025 3:54:59 PM,6
0,19,7,0,31999,110,0,37536,250,45,8/27/2025 3:54:59 PM,6
0,20,7,0,31999,110,0,37013,250,52,8/27/2025 3:54:59 PM,6
0,21,7,0,31999,110,0,37068,250,58,8/27/2025 3:54:59 PM,6
0,22,7,0,31999,110,0,37049,250,65,8/27/2025 3:55:00 PM,6
0,22,7,0,31997,110,0,37542,250,71,8/27/2025 3:55:00 PM,6
0,22,7,0,31997,110,0,40617,250,77,8/27/2025 3:55:00 PM,6
0,22,7,0,31998,110,0,45255,250,84,8/27/2025 3:55:00 PM,6
0,22,7,0,32256,109,0,50216,250,70,8/27/2025 3:55:00 PM,6
0,23,7,0,31998,107,0,53367,250,51,8/27/2025 3:55:01 PM,6
0,24,7,0,31998,107,0,54346,250,57,8/27/2025 3:55:01 PM,6
0,25,7,0,31998,107,0,54400,250,62,8/27/2025 3:55:01 PM,6
0,26,7,0,31999,106,0,58552,250,68,8/27/2025 3:55:01 PM,6
0,26,7,0,31998,104,0,57386,250,96,8/27/2025 3:55:01 PM,6
0,26,7,0,31998,104,0,53382,250,100,8/27/2025 3:55:02 PM,6
