THRESHOLD, SCORE, UPPER ANGLE, UPPER THRESHOLD, UPPER_LOAD_CELL, LOWER ANGLE, LOWER THRESHOLD, LOWER_LOAD_CELL, DEP, DEM, TIMESTAMP, SAMPLE_NO
1000,1,0,1000,32257,110,1000,38591,249,82,8/27/2025 3:08:46 PM,0
1000,2,0,1000,32258,110,1000,38969,249,78,8/27/2025 3:08:46 PM,0
1000,3,0,1000,32257,110,1000,38994,249,75,8/27/2025 3:08:46 PM,0
1000,4,0,1000,32258,110,1000,38623,249,73,8/27/2025 3:08:47 PM,0
1000,5,0,1000,32258,110,1000,38608,249,72,8/27/2025 3:08:47 PM,0
1000,6,0,1000,32257,110,1000,39513,249,71,8/27/2025 3:08:47 PM,0
1000,7,0,1000,32258,110,1000,39479,249,71,8/27/2025 3:08:47 PM,0
1000,8,0,1000,32256,110,1000,39426,249,72,8/27/2025 3:08:47 PM,0
1000,9,0,1000,32257,110,1000,39467,249,73,8/27/2025 3:08:48 PM,0
1000,10,0,1000,32256,110,1000,39489,249,75,8/27/2025 3:08:48 PM,0
1000,10,0,1000,32256,110,1000,39504,249,78,8/27/2025 3:08:48 PM,0
1000,10,1,1000,31993,110,1000,38952,249,82,8/27/2025 3:08:48 PM,0
1000,10,1,1000,31980,110,1000,38422,249,86,8/27/2025 3:08:48 PM,0
1000,10,2,1000,31973,110,1000,38083,249,90,8/27/2025 3:08:49 PM,0
1000,10,2,1000,31987,110,1000,37991,249,95,8/27/2025 3:08:49 PM,0
1000,10,2,1000,31998,110,1000,38110,249,99,8/27/2025 3:08:49 PM,0
1000,10,3,1000,32256,110,1000,38110,250,84,8/27/2025 3:08:49 PM,0
1000,10,3,1000,31994,110,1000,37910,250,90,8/27/2025 3:08:50 PM,0
1000,10,4,1000,31986,110,1000,38517,250,97,8/27/2025 3:08:50 PM,0
1000,11,5,1000,31935,110,1000,37525,250,67,8/27/2025 3:08:50 PM,0
1000,11,5,1000,31952,110,1000,36439,250,73,8/27/2025 3:08:50 PM,0
1000,11,6,1000,31993,110,1000,33314,250,80,8/27/2025 3:08:50 PM,0
1000,11,6,1000,31992,110,1000,31980,250,86,8/27/2025 3:08:51 PM,0
1000,11,7,1000,31993,110,1000,33904,250,77,8/27/2025 3:08:51 PM,0
1000,11,8,1000,31992,110,1000,33996,250,84,8/27/2025 3:08:51 PM,0
1000,11,8,1000,31980,110,1000,34367,250,91,8/27/2025 3:08:51 PM,0
1000,11,9,1000,31948,110,1000,31750,250,86,8/27/2025 3:08:51 PM,0
1000,11,10,1000,31962,110,1000,34439,250,93,8/27/2025 3:08:52 PM,0
1000,11,10,1000,31990,110,1000,35349,250,99,8/27/2025 3:08:52 PM,0
1000,11,10,1000,31987,110,1000,35334,250,104,8/27/2025 3:08:52 PM,0
