x,y
13.320681632418044,44.21803801316267
13.320681632418044,44.21803801316267
13.320681632418044,44.21803801316267
13.320681632418044,44.21803801316267
13.320681632418044,44.21803801316267
13.320681632418044,44.21803801316267
13.320681632418044,44.21803801316267
13.320681632418044,44.21803801316267
13.320681632418044,44.21803801316267
13.320681632418044,44.21803801316267
13.320681632418044,44.21803801316267
13.316721706484216,44.67180058053204
13.316721706484216,44.67180058053204
13.304843134914535,45.125424927427694
13.304843134914535,45.125424927427694
13.304843134914535,45.125424927427694
13.285049536036965,45.57877287547921
13.285049536036965,45.57877287547921
13.257346939173473,46.03170633050993
13.995386075669426,46.69863732073625
13.995386075669426,46.69863732073625
14.729162081990388,47.351343453654835
14.729162081990388,47.351343453654835
14.677792745089654,47.80220633722968
14.618562589696111,48.252104033657545
15.399221287463037,48.43952360508253
15.332148355655791,48.888319071166826
15.257253078499618,49.33587559946101
15.257253078499618,49.33587559946101
15.257253078499618,49.33587559946101
15.257253078499618,49.33587559946101
15.257253078499618,49.33587559946101
15.174558269821473,49.78205685991099
15.084089119261156,50.226726941382566
15.084089119261156,50.226726941382566
15.084089119261156,50.226726941382566
15.084089119261156,50.226726941382566
15.084089119261156,50.226726941382566
15.084089119261156,50.226726941382566
14.985873184598324,50.669750393061314
14.879940383358116,51.110992265712184
14.879940383358116,51.110992265712184
14.879940383358116,51.110992265712184
14.879940383358116,51.110992265712184
14.879940383358116,51.110992265712184
14.766322983697984,51.55031815278636
14.766322983697984,51.55031815278636
15.428866316779361,52.16136088499704
15.29998587742199,52.59645395654622
16.086709867717857,52.7565147613837
15.163531646057061,53.029231487503694
15.019545187965308,53.45956164964114
15.806269178261177,53.619622454478616
15.806269178261177,53.619622454478616
15.654794353112559,54.04737416505993
15.495877301606184,54.472417126770345
15.495877301606184,54.472417126770345
15.495877301606184,54.472417126770345
15.329566431415413,54.89462186740625
15.155912402442388,55.31385977931366
15.155912402442388,55.31385977931366
14.974968111386561,55.73000315856335
14.786788675631838,56.142925243850726
14.786788675631838,56.142925243850726
14.591431416457281,56.552500255108555
15.380829031099548,56.69880645507759
15.178353456218773,57.10490963178979
15.178353456218773,57.10490963178979
14.968821241653306,57.507417270994736
14.968821241653306,57.507417270994736
14.752296212945495,57.906206764966335
14.528844325716612,58.30115663856157
14.528844325716612,58.30115663856157
14.528844325716612,58.30115663856157
14.528844325716612,58.30115663856157
14.298533645576125,58.69214658622298
14.06143432738828,59.0790575086249
14.06143432738828,59.0790575086249
14.06143432738828,59.0790575086249
14.06143432738828,59.0790575086249
13.817618593902232,59.46177154895228
13.817618593902232,59.46177154895228
13.56716071375229,59.840172128800994
13.310136978834993,60.21414398368877
13.310136978834993,60.21414398368877
13.310136978834993,60.21414398368877
13.046625681069838,60.58357319816587
13.046625681069838,60.58357319816587
12.776707088550818,60.94834724051483
12.500463421095976,61.30835499702869
12.500463421095976,61.30835499702869
12.217978825202447,61.663486805857346
11.929339348414633,62.01363449041159
11.139941733772366,61.86732829044256
10.845235298471012,62.21238519234573
10.845235298471012,62.21238519234573
9.757827684795322,62.39218539908538
8.667447742280642,62.55298034174578
8.667447742280642,62.55298034174578
7.574427611220212,62.69472104062977
7.256369113265521,63.018379719546076
7.256369113265521,63.018379719546076
7.256369113265521,63.018379719546076
6.932710434349211,63.33643821750077
6.932710434349211,63.33643821750077
6.932710434349211,63.33643821750077
6.932710434349211,63.33643821750077
6.932710434349211,63.33643821750077
6.932710434349211,63.33643821750077
6.155441557217969,63.13542281810207
6.155441557217969,63.13542281810207
6.155441557217969,63.13542281810207
6.155441557217969,63.13542281810207
6.155441557217969,63.13542281810207
6.155441557217969,63.13542281810207
5.381799264351972,62.9208728219676
4.612019214688042,62.692853583104565
4.612019214688042,62.692853583104565
3.846335890686351,62.451434558382
3.846335890686351,62.451434558382
3.517175620377383,62.7637959916755
2.7558222565957546,62.50905071966701
1.9990307686442002,62.24105679825022
1.9990307686442002,62.24105679825022
1.9990307686442002,62.24105679825022
1.9990307686442002,62.24105679825022
1.9990307686442002,62.24105679825022
1.2470316825411487,61.959895860969716
1.2470316825411487,61.959895860969716
0.5000540644930069,61.66565355217065
0.5000540644930069,61.66565355217065
0.5000540644930069,61.66565355217065
0.5000540644930069,61.66565355217065
0.5000540644930069,61.66565355217065
0.5000540644930069,61.66565355217065
0.5000540644930069,61.66565355217065
0.5000540644930069,61.66565355217065
0.5000540644930069,61.66565355217065
0.5000540644930069,61.66565355217065
-0.24167454888163675,61.358419500910685
-0.9779282198618517,61.03828729365807
-0.9779282198618517,61.03828729365807
-0.9779282198618517,61.03828729365807
-1.7084826784472078,60.70535444578434
-1.7084826784472078,60.70535444578434
-2.4331153906726044,60.35972237186011
-2.4331153906726044,60.35972237186011
-2.4331153906726044,60.35972237186011
-2.4331153906726044,60.35972237186011
-2.822445356085222,59.68913492146985
-2.822445356085222,59.68913492146985
-2.498786677168912,59.37107642351516
-2.892857079346051,58.67670690344457
-2.892857079346051,58.67670690344457
-2.5804956460525474,58.34754663313559
-2.273926425738729,58.01298503684095
-2.979477068919252,57.629902293742525
-2.67879344553943,57.2900412821654
-2.3840870102380762,56.94498438026223
-2.3840870102380762,56.94498438026223
-2.095447533450262,56.59483669570798
-1.8129629375567333,56.23970488687932
-2.511720406225219,55.844366932551296
-2.511720406225219,55.844366932551296
-2.511720406225219,55.844366932551296
-2.511720406225219,55.844366932551296
-2.9272281846328845,55.076886434250426
-2.9272281846328845,55.076886434250426
-2.657309592113865,54.71211239190147
-2.657309592113865,54.71211239190147
-2.657309592113865,54.71211239190147
-2.657309592113865,54.71211239190147
-2.3937982943487093,54.34268317742437
-3.0783330032136327,53.923199768322796
